id,Sentiment,Tweet
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268308099141718016","negativ","RT @LeFloid: Yoho Piraten yoho!!  Wir sind jetzt (gleich) live!  Auf https://t.co/DTqFtCQOEH https://t.co/4QTwhk2LJ0"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268308099141718016","negativ","RT @LeFloid: Yoho Piraten yoho!!  Wir sind jetzt (gleich) live!  Auf https://t.co/DTqFtCQOEH https://t.co/4QTwhk2LJ0"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268308099141718016","negativ","RT @LeFloid: Yoho Piraten yoho!!  Wir sind jetzt (gleich) live!  Auf https://t.co/DTqFtCQOEH https://t.co/4QTwhk2LJ0"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268308099141718016","negativ","RT @LeFloid: Yoho Piraten yoho!!  Wir sind jetzt (gleich) live!  Auf https://t.co/DTqFtCQOEH https://t.co/4QTwhk2LJ0"
"1268310296113774592","negativ","RT @Piratenpartei: Das #Transsexuellengesetz ist dringend zu überarbeiten! Der #BGH scheint nicht ausreichend mit der Thematik #Intersexu…"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268308099141718016","negativ","RT @LeFloid: Yoho Piraten yoho!!  Wir sind jetzt (gleich) live!  Auf https://t.co/DTqFtCQOEH https://t.co/4QTwhk2LJ0"
"1268310296113774592","negativ","RT @Piratenpartei: Das #Transsexuellengesetz ist dringend zu überarbeiten! Der #BGH scheint nicht ausreichend mit der Thematik #Intersexu…"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268308099141718016","negativ","RT @LeFloid: Yoho Piraten yoho!!  Wir sind jetzt (gleich) live!  Auf https://t.co/DTqFtCQOEH https://t.co/4QTwhk2LJ0"
"1268310296113774592","negativ","RT @Piratenpartei: Das #Transsexuellengesetz ist dringend zu überarbeiten! Der #BGH scheint nicht ausreichend mit der Thematik #Intersexu…"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268308099141718016","negativ","RT @LeFloid: Yoho Piraten yoho!!  Wir sind jetzt (gleich) live!  Auf https://t.co/DTqFtCQOEH https://t.co/4QTwhk2LJ0"
"1268310296113774592","negativ","RT @Piratenpartei: Das #Transsexuellengesetz ist dringend zu überarbeiten! Der #BGH scheint nicht ausreichend mit der Thematik #Intersexu…"
"1268310895597203456","negativ","RT @Piratenpartei: In stillem Gedenken! #NeverForget Walter #Luebcke https://t.co/TsjnyFLyem"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268308099141718016","negativ","RT @LeFloid: Yoho Piraten yoho!!  Wir sind jetzt (gleich) live!  Auf https://t.co/DTqFtCQOEH https://t.co/4QTwhk2LJ0"
"1268310296113774592","negativ","RT @Piratenpartei: Das #Transsexuellengesetz ist dringend zu überarbeiten! Der #BGH scheint nicht ausreichend mit der Thematik #Intersexu…"
"1268310895597203456","negativ","RT @Piratenpartei: In stillem Gedenken! #NeverForget Walter #Luebcke https://t.co/TsjnyFLyem"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268308099141718016","negativ","RT @LeFloid: Yoho Piraten yoho!!  Wir sind jetzt (gleich) live!  Auf https://t.co/DTqFtCQOEH https://t.co/4QTwhk2LJ0"
"1268310296113774592","negativ","RT @Piratenpartei: Das #Transsexuellengesetz ist dringend zu überarbeiten! Der #BGH scheint nicht ausreichend mit der Thematik #Intersexu…"
"1268310895597203456","negativ","RT @Piratenpartei: In stillem Gedenken! #NeverForget Walter #Luebcke https://t.co/TsjnyFLyem"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268308099141718016","negativ","RT @LeFloid: Yoho Piraten yoho!!  Wir sind jetzt (gleich) live!  Auf https://t.co/DTqFtCQOEH https://t.co/4QTwhk2LJ0"
"1268310296113774592","negativ","RT @Piratenpartei: Das #Transsexuellengesetz ist dringend zu überarbeiten! Der #BGH scheint nicht ausreichend mit der Thematik #Intersexu…"
"1268310895597203456","negativ","RT @Piratenpartei: In stillem Gedenken! #NeverForget Walter #Luebcke https://t.co/TsjnyFLyem"
"1268312155012493313","negativ","RT @Piratenpartei: #WeAreAllAntifaNow US-#PIRATEN unterstützen friedliche Proteste gegen Polizeigewalt und #Rassismus! https://t.co/2u4NurX…"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268308099141718016","negativ","RT @LeFloid: Yoho Piraten yoho!!  Wir sind jetzt (gleich) live!  Auf https://t.co/DTqFtCQOEH https://t.co/4QTwhk2LJ0"
"1268310296113774592","negativ","RT @Piratenpartei: Das #Transsexuellengesetz ist dringend zu überarbeiten! Der #BGH scheint nicht ausreichend mit der Thematik #Intersexu…"
"1268310895597203456","negativ","RT @Piratenpartei: In stillem Gedenken! #NeverForget Walter #Luebcke https://t.co/TsjnyFLyem"
"1268312155012493313","negativ","RT @Piratenpartei: #WeAreAllAntifaNow US-#PIRATEN unterstützen friedliche Proteste gegen Polizeigewalt und #Rassismus! https://t.co/2u4NurX…"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268308099141718016","negativ","RT @LeFloid: Yoho Piraten yoho!!  Wir sind jetzt (gleich) live!  Auf https://t.co/DTqFtCQOEH https://t.co/4QTwhk2LJ0"
"1268310296113774592","negativ","RT @Piratenpartei: Das #Transsexuellengesetz ist dringend zu überarbeiten! Der #BGH scheint nicht ausreichend mit der Thematik #Intersexu…"
"1268310895597203456","negativ","RT @Piratenpartei: In stillem Gedenken! #NeverForget Walter #Luebcke https://t.co/TsjnyFLyem"
"1268312155012493313","negativ","RT @Piratenpartei: #WeAreAllAntifaNow US-#PIRATEN unterstützen friedliche Proteste gegen Polizeigewalt und #Rassismus! https://t.co/2u4NurX…"
"1268301813943603200","negativ","RT @Piratenpartei: Mit #JulianAssanges Inhaftierung wurden fundamentale rechtsstaatliche Prinzipien verletzt. Wir fordern erneut Whistlebl…"
"1268305276232499206","negativ","j:mag/pirates-piraten news: UPCA should be abandoned and substantive reform at EU level taken up - Kluwer Patent… https://t.co/4mcNWpRyle"
"1268308099141718016","negativ","RT @LeFloid: Yoho Piraten yoho!!  Wir sind jetzt (gleich) live!  Auf https://t.co/DTqFtCQOEH https://t.co/4QTwhk2LJ0"
"1268310296113774592","negativ","RT @Piratenpartei: Das #Transsexuellengesetz ist dringend zu überarbeiten! Der #BGH scheint nicht ausreichend mit der Thematik #Intersexu…"
"1268310895597203456","negativ","RT @Piratenpartei: In stillem Gedenken! #NeverForget Walter #Luebcke https://t.co/TsjnyFLyem"
"1268312155012493313","negativ","RT @Piratenpartei: #WeAreAllAntifaNow US-#PIRATEN unterstützen friedliche Proteste gegen Polizeigewalt und #Rassismus! https://t.co/2u4NurX…"
"1268314326370263040","negativ","Und bitte: verkauft mir keine #Piraten - C-Promis mehr als „Expert_inn_enn“ zu egal welchen Themen mehr. Die sind n… https://t.co/BD77CIP2Xi"
